Index,Cmd_X,Cmd_Y,Cmd_Z,Theta1,Theta2,Theta3
6718,-65.67,34.352,-191.597,12.5,-25.0,-23.3
6719,-29.251,56.448,-210.896,13.8,-1.2,-18.9
6720,-72.008,-13.013,-204.389,13.0,-24.9,-0.0
6721,-4.891,-86.168,-236.966,6.0,3.6,37.4
6722,15.068,17.5,-208.977,-9.4,-1.3,-13.4
6723,-58.772,-77.96,-202.702,4.6,-26.2,23.9
6724,-18.327,-67.818,-232.309,6.0,-2.8,28.4
6725,-1.389,104.861,-219.369,26.6,26.0,-17.8
6726,26.183,41.863,-234.057,8.3,20.3,-2.6
6727,56.696,95.478,-192.931,-1.2,28.6,-30.4
6728,-33.612,20.377,-212.691,7.3,-10.1,-10.5
6729,-15.829,69.484,-191.987,4.0,-5.1,-34.2
6730,-41.953,-79.765,-191.0,-9.4,-32.4,17.5
6731,37.149,105.63,-198.854,9.5,28.1,-28.9
6732,19.004,4.518,-203.104,-16.5,-6.0,-13.5
6733,32.639,-80.024,-230.453,-5.8,9.9,33.4
6734,12.138,98.425,-200.813,12.3,18.5,-29.3
6735,-42.75,-41.221,-224.249,9.4,-11.5,16.2
6736,60.258,-53.721,-194.901,-32.7,0.2,9.3
6737,0.592,-83.572,-205.955,-13.9,-13.6,23.5
6738,77.795,-13.499,-228.447,-10.1,26.5,14.2
6739,86.941,-79.785,-213.568,-20.4,22.9,34.4
6740,-10.149,118.863,-204.451,28.2,23.4,-26.6
6741,-80.516,19.888,-222.434,29.3,-8.9,2.4
6742,-71.082,66.679,-198.704,26.7,-10.6,-22.4
6743,35.22,104.489,-213.892,16.9,33.0,-19.6
6744,-69.688,-58.817,-200.875,7.8,-29.0,16.2
6745,-87.963,56.161,-236.439,44.8,7.4,5.2
6746,4.616,45.389,-232.489,12.6,14.7,-5.0
6747,17.538,-113.12,-230.269,0.1,8.6,46.7
6748,-104.722,11.546,-237.176,43.8,-2.0,18.1
6749,-92.999,53.708,-227.826,42.9,1.8,1.8
6750,83.645,58.613,-203.721,-10.8,31.5,-15.4
6751,-21.738,31.565,-234.461,17.0,7.0,-0.8
6752,-74.071,-61.932,-193.426,6.0,-34.1,15.0
6753,-73.898,-15.003,-222.326,22.0,-13.7,10.8
6754,88.136,-6.732,-194.388,-31.4,16.6,-4.4
6755,64.735,39.816,-199.643,-17.9,17.1,-19.0
6756,33.855,-14.2,-203.002,-22.1,-3.6,-6.1
6757,-97.295,-55.035,-234.137,35.7,-9.1,35.4
6758,-51.488,83.328,-226.952,35.9,13.2,-9.3
6759,96.027,79.516,-205.523,-2.7,42.9,-13.6
6760,104.061,-27.222,-196.724,-31.0,23.7,9.1
6761,-14.158,-38.133,-217.862,-3.2,-10.4,9.8
6762,-0.238,-74.893,-213.523,-9.6,-9.7,22.8
6763,18.688,-33.992,-212.843,-14.3,-4.6,5.8
6764,-103.9,27.423,-219.418,39.0,-9.4,4.6
6765,-58.994,87.943,-228.962,40.5,15.2,-7.4
6766,-7.73,-121.894,-213.775,-2.1,-6.0,44.7
6767,90.963,19.613,-213.669,-14.6,30.0,-0.1
6768,-52.677,92.913,-221.536,37.2,13.8,-12.9
6769,80.375,52.972,-210.064,-8.5,31.1,-11.4
6770,63.065,-14.062,-237.32,-4.0,24.9,16.4
6771,-119.764,27.64,-214.219,44.2,-11.8,6.4
6772,45.954,-102.151,-224.349,-9.3,13.3,41.7
6773,28.943,-92.905,-228.932,-5.1,8.9,37.9
6774,43.158,16.434,-201.791,-19.5,4.2,-15.6
6775,-29.657,-5.613,-212.11,1.3,-14.2,-3.9
6776,20.202,48.408,-219.637,3.2,13.1,-12.7
6777,37.917,-11.579,-207.771,-19.1,1.0,-3.8
6778,-99.924,0.735,-205.86,28.1,-22.5,3.0
6779,-8.114,58.884,-229.651,17.6,13.9,-8.5
6780,116.891,19.197,-209.815,-16.3,40.1,5.1
6781,-42.824,108.024,-195.449,29.6,7.9,-30.4
6782,-7.24,-100.976,-204.147,-11.1,-14.9,31.2
6783,-104.977,-52.891,-199.524,24.6,-29.8,21.3
6784,55.754,88.299,-231.605,17.0,40.6,-6.3
6785,36.269,-98.303,-214.042,-14.6,3.7,35.2
6786,-54.626,80.499,-211.012,29.7,3.2,-18.4
6787,11.219,-26.802,-226.069,-4.1,1.4,9.9
6788,56.924,30.99,-237.013,3.4,28.9,4.1
6789,-0.584,2.927,-235.645,7.2,6.9,5.9
6790,-68.395,-1.667,-218.222,19.4,-14.4,3.4
6791,-84.055,-14.957,-239.904,33.9,-3.7,21.7
6792,120.503,-11.627,-227.941,-9.8,44.9,24.3
6793,-42.505,94.413,-224.857,35.9,17.3,-12.2
6794,-2.398,90.272,-235.203,28.6,27.6,-8.0
6795,-5.877,7.691,-216.487,-1.4,-4.5,-6.4
6796,-104.377,46.471,-196.413,34.9,-19.0,-12.7
6797,-41.158,-84.76,-232.138,13.9,-5.7,36.8
6798,105.163,51.283,-225.454,-0.2,46.3,3.9
6799,-98.948,-51.722,-235.958,37.2,-8.0,35.4
6800,-44.217,-100.116,-193.871,-4.6,-28.3,29.3
6801,-24.728,81.617,-200.539,15.6,2.5,-28.4
6802,-77.269,-37.014,-201.758,12.2,-28.5,8.8
6803,30.006,82.088,-221.809,13.0,26.9,-14.5
6804,2.377,-59.53,-230.563,-0.5,0.6,24.0
6805,30.264,-71.328,-201.083,-24.3,-8.2,16.8
6806,13.837,10.828,-201.245,-15.5,-7.7,-16.8
6807,-62.551,-68.979,-190.636,-1.0,-35.2,14.9
6808,33.908,66.974,-211.955,1.9,18.9,-19.0
6809,-57.13,39.575,-212.795,20.0,-8.8,-11.7
6810,71.079,-46.983,-225.63,-13.4,20.7,23.1
6811,7.676,73.572,-200.022,3.1,7.2,-29.1
6812,110.739,-25.284,-204.786,-25.4,30.5,14.4
6813,24.924,-16.758,-201.052,-22.1,-8.3,-7.2
6814,60.702,-95.988,-218.532,-14.9,15.3,38.7
6815,-26.664,33.439,-203.223,2.8,-11.9,-20.3
6816,101.999,42.414,-204.874,-14.8,35.8,-7.4
6817,-0.17,-39.567,-206.47,-14.3,-14.4,4.1
6818,-45.135,-40.394,-202.831,-1.4,-25.6,5.3
6819,18.256,-15.504,-223.805,-5.9,3.1,5.2
6820,-14.318,-59.004,-233.558,5.4,-1.4,25.4
6821,84.317,50.949,-235.279,5.4,41.8,4.5
6822,-72.713,-10.006,-231.12,26.0,-7.8,13.6
6823,-99.706,-0.472,-215.342,31.6,-16.8,8.5
6824,-35.241,-115.232,-230.555,14.7,-2.5,48.8
6825,33.796,-14.101,-238.945,0.3,15.9,13.8
6826,77.99,96.123,-205.899,4.6,41.3,-18.3
6827,81.668,-26.478,-221.148,-15.7,23.8,15.6
6828,114.411,-26.017,-196.717,-30.3,29.1,11.8
6829,112.238,-15.67,-205.17,-24.3,32.0,11.6
6830,63.46,61.89,-213.503,-2.6,28.3,-13.7
6831,13.182,-59.632,-211.49,-14.5,-7.7,15.4
6832,89.96,-85.756,-220.334,-16.0,28.0,40.3
6833,-46.275,-79.131,-193.606,-6.0,-31.1,18.9
6834,-69.752,26.991,-239.203,33.5,2.8,8.1
6835,-4.832,58.19,-206.396,4.7,2.1,-23.2
6836,10.731,47.443,-223.335,6.9,12.1,-10.7
6837,104.719,-47.526,-231.341,-10.6,37.8,33.3
6838,-96.967,6.521,-208.13,28.4,-20.3,1.7
6839,63.947,-41.326,-221.487,-15.3,16.0,17.8
6840,-38.084,-117.405,-218.164,9.3,-9.8,45.7
6841,-33.047,26.375,-206.472,5.1,-12.7,-16.0
6842,55.776,2.063,-222.862,-10.0,17.2,2.9
6843,-50.343,-100.403,-224.138,14.6,-10.1,41.4
6844,100.826,32.931,-206.38,-16.2,33.9,-4.9
6845,-101.523,-69.721,-239.122,40.5,-6.0,44.1
6846,-113.452,-19.655,-198.738,29.9,-28.6,10.1
6847,-9.449,-88.862,-231.169,4.1,-0.5,36.2
6848,-100.172,-35.027,-207.757,26.0,-24.5,16.5
6849,-1.285,12.938,-220.949,0.8,0.2,-5.1
6850,101.027,29.289,-203.456,-18.9,32.2,-5.8
6851,-26.894,65.261,-222.908,21.3,8.6,-12.5
6852,86.04,-5.615,-224.898,-11.6,29.1,11.7
6853,-48.834,107.788,-228.315,43.7,23.6,-9.7
6854,68.864,38.927,-217.64,-7.1,26.4,-6.7
6855,-1.413,41.475,-238.191,15.9,15.3,-1.0
6856,-42.217,63.686,-221.919,25.1,5.1,-11.6
6857,-35.914,-9.314,-229.213,12.1,-5.1,7.4
6858,-34.422,36.389,-210.449,10.0,-8.0,-15.4
6859,17.07,16.888,-211.015,-8.7,0.3,-11.9
6860,27.473,115.386,-207.705,20.0,32.6,-23.9
6861,-3.415,108.937,-196.867,18.8,17.0,-31.9
6862,36.557,58.062,-234.899,11.3,27.6,-3.8
6863,67.133,24.49,-221.67,-7.8,24.6,-1.6
6864,23.468,-89.964,-233.038,-2.0,9.2,38.0
6865,-66.924,20.229,-224.388,24.9,-7.0,0.9
6866,48.411,93.171,-217.681,12.4,34.4,-15.8
6867,3.881,-85.051,-214.73,-9.2,-7.2,27.8
6868,-83.778,76.915,-200.222,35.4,-6.6,-19.6
6869,-82.833,91.147,-238.172,52.7,19.9,1.8
6870,83.938,-9.906,-235.941,-5.5,32.6,18.2
6871,-82.492,28.972,-199.368,22.2,-21.7,-13.1
6872,108.257,-42.606,-230.557,-10.8,39.1,32.1
6873,-30.615,-24.74,-228.999,8.8,-5.9,11.7
6874,4.591,47.214,-210.13,1.0,3.4,-19.1
6875,-89.841,-23.758,-212.136,23.6,-21.2,11.9
6876,-108.223,-52.4,-212.508,31.6,-21.6,27.8
6877,-118.281,0.21,-232.58,46.6,-5.8,22.5
6878,-37.134,40.636,-212.608,13.0,-6.0,-14.6
6879,-38.837,62.371,-205.335,16.1,-4.2,-22.4
6880,-24.58,15.681,-232.92,14.1,2.5,1.9
6881,81.219,-16.267,-210.44,-21.6,19.6,6.4
6882,-113.63,-44.914,-205.791,31.6,-25.4,23.4
6883,23.856,-33.398,-238.809,0.4,11.5,19.1
6884,10.067,50.017,-204.084,-3.0,2.4,-23.6
6885,95.978,1.805,-190.031,-33.1,19.8,-7.8
6886,79.128,86.623,-195.564,-5.4,35.0,-24.2
6887,80.698,3.103,-190.875,-32.6,12.8,-11.8
6888,-64.158,-63.589,-228.468,19.4,-11.2,29.6
6889,52.822,-5.378,-194.47,-29.7,0.3,-12.3
6890,80.762,10.975,-216.894,-13.9,25.6,1.6
6891,56.02,-46.601,-227.507,-11.1,15.8,21.4
6892,32.925,-68.644,-199.378,-26.0,-8.4,14.9
6893,10.096,119.211,-206.908,24.7,29.3,-25.0
6894,-12.766,1.972,-234.312,9.4,3.4,5.6
6895,-34.939,-64.828,-232.228,10.9,-5.7,28.2
6896,9.315,111.755,-203.559,20.0,24.5,-27.4
6897,4.15,-76.571,-192.897,-24.1,-21.9,14.4
6898,-29.207,20.98,-236.939,18.3,4.9,3.3
6899,68.72,-90.541,-224.834,-12.2,21.2,39.9
6900,44.754,-38.381,-237.352,-3.8,17.0,21.8
6901,-59.677,11.637,-224.353,20.8,-7.9,1.8
6902,-59.246,21.944,-193.386,7.6,-26.2,-20.3
6903,-3.438,28.625,-221.305,4.7,3.0,-8.6
6904,89.21,-50.765,-211.63,-22.6,22.1,21.8
6905,-0.079,-97.667,-204.742,-13.1,-13.1,29.8
6906,72.853,97.598,-232.519,19.7,49.3,-3.6
6907,-3.202,-11.158,-211.539,-7.9,-9.6,-3.6
6908,-96.605,-47.997,-227.339,32.4,-13.0,29.6
6909,-32.12,70.399,-202.389,15.0,-2.1,-25.8
6910,76.719,-57.877,-208.271,-24.4,14.8,20.5
6911,24.296,-100.309,-211.636,-13.9,-1.5,34.3
6912,-21.356,-100.052,-199.726,-9.6,-20.9,29.6
6913,-78.24,61.178,-234.646,41.7,8.1,1.5
6914,-113.207,-3.11,-238.535,46.3,-3.0,24.9
6915,-10.336,71.406,-235.264,24.4,19.9,-6.5
6916,-31.291,-1.948,-224.361,9.0,-6.4,2.2
6917,38.343,-82.69,-194.341,-29.3,-8.6,20.1
6918,67.61,93.437,-219.083,11.3,41.3,-12.2
6919,-36.025,23.455,-198.682,1.2,-19.1,-20.3
6920,102.571,36.368,-193.673,-23.6,30.8,-13.0
6921,49.914,86.747,-206.355,3.6,28.3,-22.3
6922,15.858,-105.19,-198.594,-19.8,-11.4,31.5
6923,-45.226,-8.263,-195.271,-2.9,-28.6,-11.9
6924,87.801,-23.428,-209.647,-22.8,21.6,10.0
6925,-115.062,14.689,-196.997,34.0,-25.3,-1.5
6926,-69.956,-94.902,-190.436,4.6,-33.2,29.2
6927,-66.739,101.474,-228.855,47.2,19.7,-6.8
6928,10.596,-77.29,-218.941,-8.7,-3.4,26.3
6929,-95.997,-76.787,-232.916,35.7,-9.3,42.9
6930,37.981,16.459,-198.263,-21.2,0.2,-18.6
6931,49.201,58.591,-238.858,12.0,33.2,-0.3
6932,-70.869,-56.471,-217.45,16.7,-18.4,23.0
6933,118.741,-13.974,-198.972,-27.6,33.1,10.0
6934,-84.729,-71.09,-191.176,10.6,-35.2,20.7
6935,-51.561,-96.266,-192.943,-2.5,-30.2,27.9
6936,-18.908,38.704,-204.281,2.1,-8.2,-21.1
6937,-75.199,54.789,-231.687,38.0,4.8,0.1
6938,-72.405,49.765,-203.806,24.6,-12.9,-16.5
6939,-48.283,-93.514,-218.405,10.0,-14.0,35.9
6940,-61.908,-59.926,-234.556,21.5,-7.5,30.5
6941,-117.553,38.974,-210.791,44.1,-11.4,1.4
6942,25.939,-83.551,-219.88,-10.7,2.1,30.1
6943,38.695,-73.675,-232.286,-5.9,12.5,32.1
6944,-43.311,116.485,-202.187,35.7,15.3,-25.8
6945,18.285,29.497,-234.27,7.1,15.5,-0.7
6946,-8.566,85.698,-217.252,20.2,16.2,-18.5
6947,18.683,20.782,-200.156,-15.3,-4.7,-20.1
6948,11.127,-48.44,-236.924,1.2,6.4,22.9
6949,106.118,24.825,-213.588,-13.4,37.4,2.6
6950,-19.857,-79.669,-211.471,-4.9,-15.1,24.5
6951,27.707,-32.804,-209.801,-17.9,-3.4,4.3
6952,32.788,-15.539,-229.826,-4.9,10.8,9.4
6953,33.421,35.292,-233.848,5.5,20.8,-1.1
6954,-93.078,-45.319,-213.31,24.7,-21.5,21.3
6955,-44.417,72.324,-206.557,21.7,-1.0,-21.9
6956,108.342,-35.012,-235.944,-7.4,41.4,32.0
6957,61.167,-82.02,-235.384,-6.2,22.7,39.4
6958,15.903,-120.391,-221.329,-3.6,4.3,46.8
6959,-70.971,-76.529,-201.352,9.3,-27.9,24.7
6960,31.317,-32.942,-198.241,-26.6,-9.2,-1.9
6961,-114.942,13.414,-201.764,35.4,-22.5,1.5
6962,22.208,-117.009,-234.67,2.3,13.0,50.2
6963,8.411,-35.278,-191.227,-27.1,-22.3,-6.5
6964,108.118,2.521,-229.807,-7.5,41.3,17.5
6965,-88.177,-51.138,-232.316,30.9,-10.1,31.0
6966,-54.223,14.453,-198.973,6.8,-23.3,-15.3
6967,-63.007,46.285,-222.631,28.0,-1.8,-6.0
6968,-30.7,-110.017,-239.128,17.0,2.4,49.3
6969,-109.766,22.891,-221.166,41.5,-9.2,8.3
6970,5.746,51.184,-218.559,6.5,9.3,-14.3
6971,-92.408,-55.004,-233.106,33.1,-9.7,33.7
6972,35.568,21.008,-225.419,-2.6,14.6,-2.8
6973,40.177,90.785,-200.345,3.3,24.0,-27.5
6974,76.434,10.645,-213.447,-16.0,22.3,-1.2
6975,-111.229,20.533,-210.528,37.9,-15.9,3.4
6976,-5.067,-30.523,-221.524,-3.2,-5.7,8.7
6977,-99.23,72.549,-191.396,37.7,-13.9,-21.0
6978,89.46,-10.401,-238.353,-4.3,35.7,20.8
6979,-17.735,111.987,-222.585,34.7,27.1,-15.5
6980,-20.226,65.313,-196.209,6.2,-5.1,-30.6
6981,-106.969,56.889,-214.732,44.6,-4.7,-2.6
6982,42.796,-48.934,-204.954,-24.0,-1.4,9.7
6983,-66.847,-55.69,-206.057,9.2,-25.5,16.7
6984,-14.387,-49.435,-195.398,-17.8,-25.8,2.6
6985,0.829,107.688,-191.721,14.7,15.2,-35.3
6986,-98.822,72.184,-213.115,44.5,-0.9,-7.6
6987,-6.342,-94.653,-226.711,1.3,-1.8,36.9
6988,56.689,-83.414,-221.857,-13.7,14.2,33.9
6989,17.486,-18.748,-196.842,-23.8,-13.9,-9.6
6990,118.989,31.445,-237.802,2.6,52.8,18.2
6991,35.212,35.372,-215.434,-5.3,12.5,-12.0
6992,34.312,83.033,-217.22,10.3,26.5,-17.0
6993,-47.602,-94.392,-226.504,14.1,-9.0,39.3
6994,-41.695,3.685,-227.059,14.6,-5.5,3.1
6995,51.875,-79.986,-211.239,-19.9,6.4,27.4
6996,-81.641,74.693,-195.653,32.3,-10.2,-22.9
6997,93.495,-53.683,-197.231,-31.7,17.6,17.5
6998,20.666,0.696,-195.21,-23.1,-11.2,-17.5
6999,60.117,57.899,-204.665,-8.9,22.3,-19.4
7000,108.909,-14.758,-214.596,-18.6,34.1,15.1
7001,-93.284,20.227,-213.947,31.2,-14.3,0.4
7002,-65.618,-21.722,-200.247,7.2,-28.2,-0.5
7003,-26.204,-5.199,-205.992,-3.4,-17.5,-8.1
7004,81.975,-55.945,-217.671,-18.7,21.6,25.0
7005,-67.233,66.046,-238.752,40.8,12.4,1.3
7006,28.882,-81.934,-230.918,-4.8,9.1,34.1
7007,42.733,-58.449,-231.496,-7.3,13.0,26.1
7008,90.167,-52.43,-194.479,-33.6,14.6,14.8
7009,-44.579,-46.937,-195.386,-6.4,-31.0,4.1
7010,-53.068,-8.344,-215.131,11.1,-15.9,1.3
7011,114.789,-24.856,-223.947,-13.6,39.9,24.8
7012,79.642,43.096,-206.726,-13.3,27.1,-12.0
7013,-108.496,26.386,-199.443,33.7,-21.8,-5.3
7014,114.409,12.425,-228.744,-6.4,44.8,16.2
7015,59.512,40.005,-199.753,-17.3,15.1,-19.9
7016,-49.593,-42.108,-239.607,19.6,-3.2,24.7
7017,-29.084,-103.884,-236.038,14.0,0.1,45.4
7018,43.812,54.704,-199.408,-11.2,12.8,-24.9
7019,27.491,51.868,-210.617,-2.4,11.8,-18.5
7020,-29.105,-30.351,-239.269,13.4,-0.0,18.7
7021,-21.898,102.838,-218.309,30.4,20.6,-17.9
7022,-7.379,121.989,-232.992,40.7,37.8,-9.6
7023,-88.81,73.176,-231.234,47.3,9.6,0.4
7024,-83.855,75.753,-237.561,48.5,14.1,2.7
7025,56.154,44.453,-227.575,1.2,27.3,-3.8
7026,20.389,-4.277,-207.411,-15.3,-4.3,-7.9
7027,107.809,-23.714,-202.941,-26.6,28.4,12.0
7028,89.841,-32.4,-205.289,-26.1,20.1,11.6
7029,-81.908,23.801,-208.546,24.8,-16.8,-6.3
7030,111.024,25.164,-191.019,-27.5,31.7,-9.3
7031,-86.259,89.047,-198.001,39.5,-3.2,-21.2
7032,-99.698,23.206,-212.642,34.0,-14.5,0.6
7033,68.888,-96.808,-198.216,-27.9,8.4,32.8
7034,27.311,-31.833,-238.489,-0.3,12.4,18.6
7035,1.726,-82.287,-226.763,-1.7,-0.9,31.6
7036,-26.53,18.019,-192.612,-7.2,-22.9,-24.3
7037,-23.217,99.175,-193.116,18.6,6.2,-33.9
7038,99.776,-60.977,-196.987,-31.5,20.9,22.3
7039,-18.454,9.828,-231.78,10.8,2.0,2.4
7040,60.868,63.562,-232.685,8.9,35.6,-2.9
7041,-45.371,-0.109,-190.916,-4.2,-30.8,-17.7
7042,-68.479,31.34,-211.972,22.2,-12.3,-8.7
7043,-73.247,-64.833,-216.346,17.3,-19.1,26.4
7044,12.257,-95.856,-239.016,4.1,9.8,42.4
7045,-60.664,33.981,-192.631,10.7,-23.9,-23.4
7046,-34.741,70.098,-195.962,12.7,-6.5,-30.0
7047,71.779,-76.673,-191.847,-34.2,4.6,21.0
7048,-85.387,0.845,-216.652,26.1,-15.7,5.3
7049,27.295,-60.061,-234.201,-3.4,9.5,26.7
7050,-119.557,-6.868,-205.582,36.6,-22.7,11.2
7051,81.205,-39.75,-222.113,-15.8,23.5,20.7
7052,-85.111,-47.772,-239.586,32.9,-5.8,32.4
7053,41.874,51.814,-238.279,10.7,29.1,-0.5
7054,58.183,-15.736,-239.783,-2.3,24.2,17.4
7055,58.084,-44.391,-224.742,-12.9,15.2,19.6
7056,-35.786,-83.351,-211.801,0.9,-17.3,27.4
7057,-65.932,-94.907,-215.856,16.0,-17.0,38.0
7058,-47.756,95.719,-210.698,32.4,9.8,-20.2
7059,-48.177,60.078,-229.654,29.3,7.5,-5.9
7060,-26.291,1.51,-191.571,-11.3,-26.9,-20.0
7061,71.35,-43.47,-220.967,-16.2,18.7,19.6
7062,85.539,-87.729,-224.836,-13.2,28.2,41.9
7063,31.451,48.667,-195.479,-13.6,4.4,-28.2
7064,41.428,76.562,-194.492,-6.1,16.7,-30.8
7065,96.953,18.501,-235.779,-1.7,41.0,13.7
7066,-73.183,41.549,-190.714,17.3,-24.1,-23.7
7067,36.845,-73.643,-233.579,-4.9,12.6,32.5
7068,6.751,39.335,-237.819,13.4,16.5,-0.8
7069,82.673,7.206,-236.729,-2.8,34.3,13.7
7070,-23.821,-5.119,-220.309,4.0,-7.9,0.3
7071,-81.418,-22.097,-211.281,19.6,-21.5,8.9
7072,-5.004,-82.815,-211.464,-9.1,-11.6,25.5
7073,-110.573,44.013,-226.313,47.3,-1.4,7.1
7074,-86.115,-33.566,-200.923,16.2,-29.1,8.9
7075,-12.495,-17.02,-231.428,5.5,-0.4,9.5
7076,78.092,67.836,-238.337,12.2,44.8,2.8
7077,-78.888,16.657,-202.894,19.7,-21.8,-8.6
7078,24.522,-99.498,-193.415,-25.7,-12.6,27.1
7079,-40.727,-106.217,-238.079,19.2,-0.2,48.1
7080,10.454,70.572,-205.923,4.6,10.0,-24.7
7081,-71.694,-86.809,-201.937,10.7,-26.7,29.9
7082,-95.054,-63.863,-209.132,24.0,-23.9,27.6
7083,24.495,-7.047,-232.86,-0.9,10.7,7.9
7084,-25.339,-105.016,-203.962,-5.0,-18.2,33.8
7085,-44.251,28.035,-199.514,5.9,-18.7,-19.9
7086,-23.278,-108.509,-234.714,12.1,0.9,46.6
7087,25.16,-102.988,-197.523,-22.6,-9.3,30.5
7088,95.212,47.473,-204.724,-13.6,34.0,-10.3
7089,102.25,-60.006,-234.568,-8.8,38.3,38.6
7090,48.928,-20.142,-208.633,-20.9,4.8,1.1
7091,54.459,-51.959,-192.503,-34.0,-3.9,6.3
7092,-39.493,118.485,-207.57,37.4,19.4,-22.9
7093,-48.949,88.875,-214.606,31.9,9.0,-17.4
7094,72.194,-79.264,-228.293,-11.2,23.4,37.1
7095,-107.069,-57.503,-229.991,38.5,-11.4,37.0
7096,-37.321,-41.189,-198.478,-7.2,-27.7,2.3
7097,-41.927,-112.52,-228.426,15.4,-5.1,47.4
7098,-58.298,6.79,-200.405,7.8,-24.0,-11.5
7099,57.507,104.843,-212.087,13.3,39.3,-18.2
7100,49.516,107.939,-236.554,27.7,47.2,-4.9
7101,-7.654,-102.202,-236.084,7.7,4.0,43.8
7102,-56.89,3.455,-214.351,13.7,-15.2,-2.2
7103,-62.888,-43.052,-237.011,23.1,-6.0,25.6
7104,35.701,73.788,-208.222,1.9,20.0,-21.9
7105,-55.307,23.616,-218.442,18.5,-8.8,-5.2
7106,97.18,22.168,-198.922,-23.5,27.4,-7.9
7107,-16.198,4.633,-191.997,-14.2,-23.8,-21.4
7108,-46.776,-28.945,-234.702,16.8,-5.1,17.5
7109,44.861,-97.442,-203.484,-22.4,0.9,31.7
7110,-24.238,-31.599,-219.014,0.9,-11.3,8.5
7111,11.585,-117.085,-235.243,4.7,10.3,50.0
7112,-23.633,-25.323,-227.885,6.1,-5.4,10.9
7113,-94.023,64.358,-229.426,46.3,5.8,1.5
7114,-79.713,92.237,-205.349,40.4,2.6,-18.2
7115,22.129,43.223,-202.633,-8.7,3.5,-22.9
7116,72.843,-23.751,-225.559,-12.5,22.4,15.1
7117,-63.191,-28.118,-194.307,2.3,-32.8,-1.8
7118,115.218,-23.575,-215.598,-18.4,36.9,20.5
7119,81.201,-63.44,-209.827,-23.4,17.7,24.5
7120,64.465,-59.69,-231.333,-9.6,20.9,29.4
7121,-83.344,-86.768,-191.023,10.9,-33.9,28.1
7122,46.911,54.801,-195.768,-14.0,12.2,-27.0
7123,-35.524,17.977,-214.09,8.2,-10.0,-8.9
7124,39.879,105.4,-197.017,8.0,28.2,-29.8
7125,-44.735,87.053,-203.675,25.5,2.9,-24.7
7126,-6.003,20.234,-224.429,5.3,2.4,-4.8
7127,-30.749,47.064,-194.191,3.0,-14.8,-28.9
7128,69.69,-80.717,-205.727,-24.7,11.2,28.2
7129,27.692,86.234,-223.464,15.8,28.3,-13.9
7130,8.529,-12.483,-230.155,0.1,4.2,7.4
7131,109.066,3.58,-210.937,-18.6,34.7,7.6
7132,0.771,11.09,-236.518,8.6,9.0,4.3
7133,-108.876,39.742,-206.02,38.7,-14.6,-4.2
7134,38.642,104.059,-226.798,22.6,38.9,-11.6
7135,-6.969,-95.577,-224.206,0.1,-3.3,36.3
7136,13.15,-99.205,-230.39,-0.7,5.7,40.4
7137,2.25,77.022,-211.832,11.9,13.0,-21.5
7138,-6.205,-50.214,-228.483,0.4,-2.6,19.5
7139,-2.421,77.551,-216.919,15.7,14.6,-18.3
7140,17.469,75.84,-210.26,7.2,16.0,-22.0
7141,-104.124,63.467,-207.73,42.6,-6.9,-8.4
7142,92.6,81.253,-209.925,0.5,43.5,-11.9
7143,91.726,-10.9,-235.539,-6.0,35.4,20.0
7144,-44.928,95.402,-196.696,25.8,2.5,-29.5
7145,71.702,-37.267,-221.412,-15.7,19.2,17.6
7146,-56.013,-103.209,-229.774,20.0,-7.1,45.4
7147,-0.483,27.554,-201.22,-8.1,-8.4,-21.5
7148,-88.098,-5.317,-228.757,31.6,-9.3,14.1
7149,37.211,-61.387,-190.114,-33.7,-12.9,7.3
7150,-45.239,-75.806,-217.371,7.0,-15.6,27.3
7151,-64.8,76.41,-234.906,41.2,13.8,-2.3
7152,78.209,80.698,-235.121,14.6,47.0,-0.2
7153,45.262,68.432,-231.176,11.2,31.3,-6.3
7154,5.933,65.62,-191.894,-4.1,-0.6,-34.3
7155,56.554,60.676,-228.918,6.4,31.9,-5.3
7156,74.813,-90.354,-198.114,-28.9,10.5,30.8
7157,56.241,31.246,-202.025,-17.7,12.7,-17.1
7158,62.365,-64.253,-224.921,-13.2,17.0,28.0
7159,94.773,29.16,-212.208,-13.5,32.7,-2.3
7160,-116.817,-37.583,-210.574,35.2,-22.1,23.7
7161,81.562,65.116,-195.265,-13.9,29.2,-22.2
7162,86.418,-18.376,-192.747,-33.7,13.7,-1.5
7163,-26.872,-91.348,-219.407,2.8,-10.5,33.4
7164,89.815,-10.716,-197.467,-29.7,18.4,-0.7
7165,83.238,43.209,-194.792,-21.1,23.9,-18.9
7166,-93.033,32.565,-207.588,30.9,-15.6,-6.2
7167,-112.35,2.223,-227.362,42.2,-8.8,17.5
7168,55.202,91.724,-219.037,11.7,36.6,-14.0
7169,-55.259,-17.954,-192.674,-1.3,-32.7,-8.4
7170,69.214,-71.256,-209.673,-22.8,12.5,25.5
7171,6.124,-9.337,-191.259,-24.1,-20.4,-17.4
7172,14.48,-49.09,-200.807,-21.9,-14.1,5.4
7173,-70.224,-45.144,-212.068,13.8,-21.7,15.8
7174,4.871,-43.246,-213.63,-11.1,-8.6,9.4
7175,99.065,-23.643,-209.334,-22.9,26.7,12.8
7176,84.044,75.64,-197.963,-8.5,34.4,-20.9
7177,71.217,-12.079,-237.281,-4.4,28.0,17.1
